team,year,o_fgm,o_fga,o_ftm,o_fta,o_oreb,o_dreb,o_reb,o_asts,o_pf,o_stl,o_to,o_blk,o_3pm,o_3pa,o_pts,d_fgm,d_fga,d_ftm,d_fta,d_oreb,d_dreb,d_reb,d_asts,d_pf,d_stl,d_to,d_blk,d_3pm,d_3pa,d_pts,pace,won,lost
PHI,2000,2902,6487,1697,2277,1075,2600,3675,1692,1673,690,1231,408,262,803,7763,2871,6699,1243,1660,985,2366,3351,1771,1936,672,1215,458,427,1248,7412,92.495949,56,26
PHO,2000,2944,6757,1490,1973,970,2529,3499,1905,1864,775,1208,429,332,1054,7710,2792,6422,1618,2127,902,2588,3490,1653,1818,682,1382,416,327,937,7529,94.893646,51,31
POR,2000,3004,6416,1447,1899,960,2481,3440,1963,1745,672,1211,419,369,1057,7824,2819,6436,1436,1930,946,2238,3184,1745,1737,646,1169,324,406,1103,7480,90.721977,50,32
SAC,2000,3132,6969,1600,2075,987,1718,3692,1852,1596,793,1178,432,479,1353,8343,3087,7139,1291,1724,1121,2643,3764,1816,1766,666,1277,476,401,1131,7866,97.465645,55,27
SAS,2000,2884,6262,1673,2340,902,2712,3614,1778,1551,568,1099,576,445,1094,7886,2837,6770,1233,1664,967,2432,3399,1617,1946,600,1060,426,343,1043,7250,91.163177,58,24
SEA,2000,3029,6649,1454,1986,999,2422,3421,1792,1733,657,1201,409,466,1169,7978,3076,6783,1353,1824,1046,2431,3477,1957,1817,648,1171,510,471,1351,7976,93.288414,44,38
TOR,2000,3048,6972,1482,1984,1118,2529,3647,2004,1745,599,1043,519,429,1164,8007,3009,6725,1425,1890,926,2511,3437,1696,1792,561,1095,439,379,1045,7822,93.652008,47,35
UTA,2000,2960,6289,1714,2280,943,2383,3326,2111,2108,661,1250,463,325,852,7959,2667,6076,1830,2391,874,2183,3057,1564,2008,699,1269,453,410,1194,7574,91.395737,53,29
VAN,2000,2870,6539,1457,1892,894,2431,3325,1899,1733,586,1237,359,325,947,7522,3143,6791,1317,1798,1052,2534,3586,1935,1768,710,1190,476,389,1075,7992,93.283577,23,59
WAS,2000,2833,6453,1704,2245,1016,2370,3386,1647,1913,630,1321,383,275,848,7645,3100,6596,1559,2088,931,2410,3341,1902,1972,688,1181,511,433,1093,8192,93.742424,19,63
ATL,2001,2901,6610,1486,1942,955,2445,3400,1656,1702,667,1203,350,423,1194,7711,3065,6674,1456,1956,1004,2523,3525,1856,1647,703,1177,508,472,1329,8058,93.196068,33,49
BOS,2001,2852,6731,1498,1960,891,2570,3461,1722,1775,793,1082,293,699,1946,7901,2797,6578,1612,2091,954,2807,3760,1802,1733,623,1284,474,514,1511,7720,94.358406,49,33
CHA,2001,2893,6580,1568,2105,1059,2505,3564,1759,1747,653,1108,456,346,994,7700,2850,6594,1488,1938,963,2399,3362,1639,1702,625,1074,426,433,1156,7621,91.339409,44,38
CHI,2001,2811,6491,1413,1958,924,2359,3283,1817,1834,633,1169,361,300,868,7335,3027,6514,1560,2090,944,2553,3497,2066,1716,681,1122,399,421,1176,8035,91.920822,21,61
CLE,2001,2948,6582,1529,1980,968,2483,3451,1891,1752,572,1129,470,387,1026,7812,3053,6678,1506,2014,928,2382,3310,1989,1638,602,1018,459,473,1200,8085,92.278862,29,53
DAL,2001,3200,6930,1608,1994,918,2568,3486,1811,1841,581,958,386,621,1645,8629,3094,6851,1640,2184,1065,2600,3665,1865,1784,589,1121,377,452,1293,8280,94.980194,57,25
DEN,2001,2915,6870,1306,1756,1117,2310,3427,1817,1871,613,1130,462,423,1285,7559,3005,6540,1602,2144,995,2529,3524,1968,1645,671,1122,561,424,1173,8036,92.264595,27,55
DET,2001,2846,6301,1478,1954,810,2366,3176,1765,1695,648,1135,565,568,1510,7738,2926,6544,1349,1787,991,2511,3502,1637,1872,651,1207,334,359,993,7560,90.850586,50,32
GSW,2001,2998,6989,1693,2344,1334,2493,3827,1706,1884,650,1325,523,320,994,8009,3213,6993,1622,2125,1100,2450,3551,2002,1946,706,1132,516,404,1162,8452,96.527649,21,61
HOU,2001,2837,6629,1402,1893,1025,2411,3436,1482,1476,537,1074,445,496,1480,7572,3191,6875,1221,1623,1045,2507,3552,1838,1647,576,949,414,370,1028,7973,90.681366,28,54
IND,2001,2935,6580,1663,2155,930,2568,3498,1884,1876,658,1191,436,405,1195,7938,2977,6800,1544,2062,1048,2514,3562,1771,1855,618,1120,465,418,1200,7916,94.09272,42,40
LAC,2001,2970,6668,1498,2026,1083,2474,3557,1714,1625,510,1150,540,408,1147,7846,3074,6866,1329,1783,1064,2379,3443,1859,1775,612,1009,439,407,1145,7884,91.998428,39,43
LAL,2001,3150,6839,1494,2138,1022,2607,3629,1882,1823,625,995,478,510,1439,8304,2872,6777,1577,2072,1016,2526,3542,1643,1888,586,1100,352,399,1259,7720,93.832359,58,24
MEM,2001,2851,6535,1334,1883,984,2413,3397,1785,1571,646,1290,488,336,1096,7372,3119,6830,1346,1788,1135,2560,3693,1960,1783,781,1164,455,398,1112,7982,92.562195,23,59
MIA,2001,2801,6382,1236,1708,902,2544,3446,1664,1846,547,1153,448,312,899,7150,2666,6279,1565,2127,894,2484,3378,1461,1707,620,1073,353,379,1109,7276,89.317642,36,46
MIL,2001,3041,6577,1321,1767,841,2557,3398,1847,1788,596,1112,388,593,1583,7996,3016,6846,1489,1967,1050,2438,3489,1884,1641,599,993,361,493,1377,8014,92.348969,41,41
MIN,2001,3175,6887,1399,1754,1059,2562,3621,1993,1739,524,1069,427,396,1047,8145,2962,6654,1452,1958,912,2326,3238,1855,1674,542,1036,407,492,1321,7868,92.520126,50,32
NJN,2001,3042,6816,1402,1907,1039,2515,3554,1990,1734,716,1169,490,403,1194,7889,2858,6668,1423,1890,999,2517,3516,1563,1668,669,1243,440,409,1175,7548,93.85218,52,30
NYK,2001,2817,6520,1406,1786,876,2458,3334,1720,1800,558,1155,288,474,1344,7514,2924,6570,1550,2047,959,2540,3499,1762,1668,686,1059,385,443,1256,7841,91.596878,30,52
ORL,2001,3087,6893,1446,1917,942,2440,3382,1804,1700,665,1085,384,620,1660,8240,3116,6830,1470,1994,1086,2633,3720,1929,1737,658,1241,383,409,1161,8111,95.140472,44,38
PHI,2001,2804,6436,1639,2104,1092,2534,3626,1638,1646,705,1176,363,214,715,7461,2771,6500,1350,1798,981,2348,3329,1767,1826,654,1146,458,438,1322,7330,90.063927,43,39
PHO,2001,3097,6934,1250,1630,1072,2430,3501,1837,1784,668,1167,400,358,1096,7802,2957,6663,1511,2013,1030,2493,3521,1821,1520,685,1200,474,433,1208,7858,93.466827,36,46
POR,2001,3004,6671,1451,1901,1085,2444,3529,1926,1613,702,1117,368,466,1318,7925,2951,6508,1312,1771,890,2328,3218,1945,1650,613,1147,409,466,1285,7680,91.162689,49,33
SAC,2001,3267,7003,1618,2154,1013,2702,3715,1958,1560,741,1095,375,426,1160,8578,3128,7108,1312,1764,1065,2617,3682,1839,1826,633,1197,387,386,1145,7954,96.996407,61,21
SAS,2001,2913,6363,1668,2249,907,2566,3473,1643,1575,625,1133,537,438,1211,7932,2883,6775,1283,1651,1003,2429,3432,1543,1893,635,1128,427,374,1108,7423,91.895927,58,24
SEA,2001,3131,6681,1263,1672,968,2333,3301,1926,1732,698,1085,364,489,1292,8014,2966,6605,1362,1844,1091,2326,3417,1832,1627,568,1205,400,472,1374,7766,91.043991,45,37
TOR,2001,2919,6727,1269,1717,1114,2336,3450,1779,1771,688,1109,454,387,1109,7494,2820,6390,1513,2011,995,2436,3432,1629,1613,628,1191,383,377,1089,7530,90.344604,42,40
UTA,2001,2869,6374,1853,2430,1109,2349,3458,1999,1971,749,1290,523,280,842,7871,2777,6216,1779,2308,927,2204,3133,1585,2070,747,1328,543,465,1215,7798,92.208511,44,38
WAS,2001,2938,6664,1428,1866,1055,2393,3448,1715,1763,570,999,354,305,786,7609,2953,6534,1396,1849,960,2376,3336,1818,1711,574,1062,414,422,1191,7724,89.923225,37,45
ATL,2002,2859,6434,1594,2011,937,2558,3495,1679,1783,611,1304,474,402,1141,7714,3015,6907,1530,2013,1072,2420,3492,1771,1668,738,1020,399,446,1243,8006,93.235313,35,47
BOS,2002,2700,6509,1480,1994,849,2471,3320,1575,1758,720,1105,303,719,2155,7599,2804,6450,1560,2084,937,2750,3687,1824,1798,617,1256,368,463,1400,7631,92.641571,44,38
CHI,2002,2991,6714,1455,2014,985,2541,3526,1782,2028,605,1330,461,349,997,7786,2991,6817,1794,2394,1117,2572,3689,1949,1795,769,1163,413,431,1333,8207,95.864136,30,52
CLE,2002,2850,6746,1502,2012,1118,2542,3660,1712,1864,636,1430,521,293,896,7495,3072,6786,1712,2219,932,2491,3423,1972,1709,802,1112,486,428,1197,8284,96.009911,17,65
DAL,2002,3161,6982,1486,1793,912,2544,3456,1837,1730,665,906,449,636,1668,8444,2926,6687,1477,2032,1045,2681,3726,1781,1744,546,1259,318,477,1401,7806,94.041801,60,22
DEN,2002,2689,6544,1294,1850,1112,2363,3475,1737,2056,712,1425,422,229,824,6901,2696,6087,1768,2337,861,2443,3304,1764,1788,742,1339,532,420,1134,7580,92.254524,17,65
DET,2002,2700,6277,1559,2021,883,2445,3328,1620,1748,556,1043,468,533,1488,7492,2744,6269,1413,1895,859,2528,3387,1500,1903,568,1098,344,289,839,7190,88.650963,50,32
GSW,2002,3061,6941,1853,2382,1284,2546,3830,1712,1786,594,1246,506,425,1235,8400,3240,7175,1575,2084,1204,2388,3592,1934,1937,710,1083,490,438,1177,8493,96.229904,38,44
HOU,2002,2840,6461,1567,2042,1024,2564,3588,1506,1602,594,1198,493,439,1267,7686,2891,6681,1399,1805,979,2353,3332,1683,1794,663,1041,378,386,1113,7567,91.084442,43,39
IND,2002,2911,6608,1739,2271,1004,2622,3626,1910,1811,696,1150,443,379,1119,7940,2860,6690,1527,1992,1006,2458,3464,1696,1922,621,1208,506,407,1197,7654,93.810448,48,34
LAC,2002,2835,6490,1633,2177,1008,2462,3470,1606,1784,574,1246,461,390,1177,7693,3035,6787,1507,1946,1046,2460,3506,1840,1843,652,1099,418,454,1244,8031,92.966728,27,55
LAL,2002,3091,6856,1562,2129,1078,2554,3632,1909,1874,639,1152,470,486,1367,8230,2976,6725,1622,2133,958,2494,3452,1753,1915,644,1134,308,465,1223,8039,94.925896,50,32
MEM,2002,3049,6743,1430,1936,943,2466,3409,1892,1678,651,1214,500,467,1279,7995,3224,7008,1381,1819,1126,2555,3681,1991,1781,714,1172,424,431,1188,8260,95.010025,28,54
MIA,2002,2688,6517,1292,1689,948,2464,3412,1501,1856,592,1097,324,348,1100,7016,2713,6208,1598,2129,872,2587,3459,1482,1671,626,1117,437,406,1149,7430,89.441971,25,57
MIL,2002,3045,6670,1483,1911,876,2367,3243,1823,1819,622,996,344,585,1526,8158,3043,6642,1574,2114,1022,2540,3562,1892,1685,543,1118,322,479,1278,8139,92.464363,42,40
MIN,2002,3172,6809,1406,1826,959,2614,3573,2070,1704,553,1091,433,296,804,8046,3005,6873,1394,1853,974,2444,3418,1871,1686,571,1064,398,469,1346,7873,93.816734,51,31
NJN,2002,2906,6585,1662,2195,991,2528,3519,1887,1772,717,1184,374,346,1041,7820,2757,6461,1453,1941,932,2461,3393,1607,1877,693,1298,421,425,1185,7392,93.224922,49,33
NOH,2002,2914,6695,1467,1910,1097,2475,3572,1807,1767,656,1151,394,404,1075,7699,2857,6518,1474,1925,909,2368,3277,1630,1754,647,1159,427,338,1001,7526,91.892624,47,35
NYK,2002,2967,6725,1320,1620,842,2376,3218,1800,1888,579,1114,255,606,1582,7860,2961,6478,1691,2193,935,2613,3548,1732,1630,627,1133,297,358,1053,7971,92.776955,37,45
ORL,2002,2947,6763,1616,2079,958,2392,3350,1676,1888,696,1138,300,568,1590,8078,3007,6602,1648,2150,970,2596,3566,1837,1824,643,1285,407,405,1212,8067,95.013405,42,40
PHI,2002,2975,6640,1748,2255,1042,2415,3457,1771,1804,844,1157,284,245,787,7943,2876,6363,1547,2035,908,2400,3308,1809,1884,639,1355,506,453,1278,7752,93.3927,48,34
PHO,2002,3005,6776,1430,1928,1049,2440,3489,1719,1801,665,1165,404,394,1149,7834,2913,6658,1479,1933,1031,2486,3517,1824,1763,639,1240,446,436,1361,7741,93.42437,44,38
POR,2002,2987,6491,1450,1947,992,2378,3370,1860,1634,725,1185,316,379,1150,7803,2942,6540,1267,1659,913,2291,3204,1863,1670,681,1201,394,437,1285,7588,91.253426,50,32
SAC,2002,3242,6990,1367,1832,900,2751,3651,2034,1666,735,1171,457,491,1288,8342,2991,7125,1454,1962,1145,2614,3759,1758,1635,684,1195,351,373,1166,7809,97.33786,59,23
SAS,2002,2908,6297,1591,2194,939,2556,3495,1636,1672,629,1260,529,449,1270,7856,2862,6703,1334,1737,1029,2322,3351,1559,1914,665,1177,422,354,1043,7412,91.857811,60,22
SEA,2002,2887,6599,1325,1780,963,2385,3348,1775,1713,679,1026,295,456,1291,7555,2871,6424,1351,1821,938,2462,3400,1703,1671,500,1158,410,472,1371,7565,89.995102,40,42
TOR,2002,2847,6664,1350,1879,1023,2355,3378,1583,1761,609,1106,392,409,1193,7453,3037,6592,1490,1964,976,2601,3577,1729,1701,604,1079,403,370,986,7934,91.460609,24,58
UTA,2002,2894,6189,1750,2349,1021,2381,3402,2103,1837,708,1304,467,224,641,7762,2751,6346,1627,2143,1011,2120,3131,1601,1950,723,1253,429,437,1251,7566,90.877747,47,35
WAS,2002,2816,6394,1617,2077,917,2395,3312,1612,1644,621,1035,390,253,811,7502,2877,6507,1382,1792,949,2447,3396,1776,1804,612,1112,346,449,1242,7585,89.958359,37,45
